squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
33700,69,0,1,30,85765,2,7,1995,1,1,439,8146,649,1,3,3377757.5
84587,98,0,1,71,98431,8,6,2000,0,1,3726,2292,168,0,7,8468745.0
8677,63,0,1,61,41695,10,1,1996,0,0,927,579,839,0,3,875920.6
12387,51,1,0,55,34563,4,4,2017,0,0,1393,6308,789,0,5,1242765.7
33764,43,1,1,86,54796,6,2,2007,0,0,7408,254,595,1,8,3389722.7
25105,8,0,1,33,97960,3,7,2006,0,0,9587,471,238,0,3,2515100.6
55045,75,0,1,30,52898,3,4,2004,1,1,5733,8521,464,0,9,5511210.4
49806,15,1,0,6,72364,7,7,2021,1,0,1547,2515,504,1,7,4983577.1
82651,100,1,1,29,53034,2,3,1990,1,1,6561,3307,707,0,4,8274315.0
14614,21,0,0,3,35413,9,8,2015,1,1,1185,4610,446,1,4,1462577.5
2155,71,1,0,1,54648,8,1,1990,0,0,292,7462,529,1,9,219290.0
54050,64,0,1,55,49185,3,6,2019,0,1,9818,4534,992,1,8,5411419.9
42253,39,1,0,16,16710,7,5,2008,1,0,196,6739,633,0,0,4228711.8
24895,7,1,1,59,48046,6,2,2012,0,1,8541,5444,851,0,0,2496019.2
22390,85,0,0,31,64465,4,3,2011,1,0,8025,2202,322,0,1,2242019.1
10564,99,0,1,3,66017,5,9,1992,1,0,9081,654,836,0,0,1062047.2
64430,41,1,1,44,95853,7,3,1999,1,1,5624,5352,637,1,0,6453925.9
7889,38,0,1,58,59730,5,7,2000,0,0,1939,119,743,1,0,793852.0
2308,57,0,0,62,99714,7,9,2008,1,1,6003,8724,267,0,0,237020.8
25805,49,1,0,86,30835,4,7,1991,0,1,1197,4891,680,0,1,2591493.1
50373,38,0,1,53,3519,8,3,2003,0,1,1500,8923,352,0,3,5043556.3
68660,9,1,1,50,62454,6,9,2018,1,0,8539,226,764,0,10,6875785.8
18349,49,1,1,47,78897,8,8,1997,1,1,5649,3672,313,1,5,1844863.7
71630,5,1,0,45,82464,1,4,1996,1,0,2176,1444,973,0,7,7169854.6
76238,6,0,1,3,72627,2,4,2021,1,0,3021,1896,497,1,2,7625604.1
50793,51,0,1,21,57949,4,9,2015,0,0,4263,8736,860,1,10,5082950.5
93571,47,1,0,38,65586,1,9,2018,1,1,5674,7518,995,0,7,9361586.8
7729,87,1,1,35,35661,7,2,2004,0,1,4456,5461,346,1,1,781939.4
63792,73,0,0,39,55470,7,3,2000,1,0,4550,3561,738,1,4,6381705.0
7259,25,1,1,39,860,1,4,2014,0,0,6482,2430,537,0,5,735079.4
70873,10,0,0,38,4459,5,5,1997,0,1,5238,5274,560,0,5,7089697.7
17466,90,0,1,43,38624,4,6,2021,0,0,3727,218,948,1,1,1753239.1
71061,42,0,0,75,35582,6,4,1993,1,1,7747,862,466,1,5,7109849.3
79718,53,0,0,89,92403,7,7,1998,0,1,4743,1691,439,1,8,7973973.8
35415,88,1,1,97,28360,3,7,1995,1,0,1282,1268,973,0,10,3552201.5
97520,73,0,0,13,34099,6,2,1992,0,0,159,6469,741,1,2,9752798.2
82899,89,0,0,23,74100,8,10,2009,1,0,7445,4622,948,1,3,8291850.9
99539,34,0,1,75,88204,1,9,2021,1,0,5552,8336,919,1,3,9963045.1
90220,93,0,0,62,44956,9,10,1994,1,1,3353,2673,207,0,5,9025281.4
96853,91,0,0,62,72351,10,8,2007,1,0,9286,3999,616,1,6,9689548.7
86975,6,0,1,73,4911,3,8,2019,1,0,6257,9590,721,0,4,8704752.9
15355,1,1,1,30,10908,1,4,1992,1,1,6587,200,551,1,10,1544783.2
32235,59,1,0,10,76786,2,6,2016,1,0,7388,828,488,0,10,3225143.6
44129,16,0,0,34,27563,7,7,1999,1,1,3272,8426,700,0,10,4416603.9
3912,73,1,0,12,2873,4,7,2011,1,1,8631,8798,569,0,9,395955.1
20001,37,1,0,48,52650,2,8,2013,0,0,7270,9374,919,1,7,2007477.3
62615,23,1,1,32,61860,2,3,2003,1,0,9747,4217,423,1,7,6271258.3
31862,2,1,0,89,96251,4,1,1990,0,0,17,7351,509,0,10,3198138.0
16780,54,1,0,56,90874,2,10,2012,0,1,3072,397,757,1,0,1681331.2
39109,24,1,0,67,74477,4,3,2002,1,0,1642,2925,139,0,9,3917652.2
10118,72,1,1,28,5107,7,4,2011,1,1,1491,790,391,0,10,1020597.1
33512,28,1,0,46,96775,4,8,2007,1,0,1795,7799,587,0,8,3355634.7
84805,15,0,1,9,29472,8,7,2004,0,1,501,1126,406,1,9,8486115.4
25821,37,0,1,58,93340,2,8,2015,1,1,6389,4753,800,0,2,2587736.5
89622,93,0,0,40,75385,5,5,2017,0,1,2864,5547,607,1,9,8965091.7
18564,19,0,1,27,45460,4,6,2018,1,0,3316,7929,864,1,0,1860039.8
95748,28,0,0,75,6968,2,2,2001,1,1,3446,9626,664,0,10,9577750.1
21843,66,0,1,10,65013,3,2,2018,1,1,570,3477,437,0,5,2186457.8
5706,57,0,0,38,51600,4,7,2005,1,0,73,3204,276,0,7,574164.5
42276,4,0,0,100,795,3,3,2006,0,0,9884,1788,586,0,4,4229850.6
26268,39,0,1,19,82398,7,4,2012,1,0,6357,6400,919,0,7,2631701.2
69648,9,0,0,3,14857,3,9,2011,0,1,7249,1582,620,0,5,6965618.1
4615,43,0,0,89,70985,10,2,1993,1,1,3684,6977,416,0,8,464557.3
84254,41,1,1,95,25054,4,7,1990,1,1,3106,6500,992,0,10,8436781.0
47807,31,1,0,67,26833,8,5,1992,1,1,9232,2299,269,0,5,4790133.2
22786,23,0,0,81,51461,1,5,1991,1,1,1188,7958,107,1,6,2281031.1
71588,96,1,1,95,14068,4,4,1992,0,0,3945,9033,921,1,4,7167821.2
28193,90,1,1,82,4929,8,4,2008,1,1,4083,2224,643,0,0,2830504.8
11064,83,0,0,58,10629,4,7,1992,0,0,1680,8637,171,1,9,1108539.2
66687,95,1,0,21,17551,4,10,2000,0,1,3649,5983,926,0,4,6675401.0
39097,32,0,1,18,96256,4,6,2011,1,0,5244,6754,932,0,1,3915258.1
70435,46,0,1,58,45889,3,10,2013,0,0,5236,1776,348,1,8,7048486.3
56800,87,0,1,12,53535,7,9,1999,0,1,6298,2005,539,1,9,5683058.9
90874,72,1,1,23,27160,5,4,2009,0,1,4206,730,162,0,1,9094822.9
20304,57,1,0,52,27582,2,6,2009,1,1,1310,7149,522,1,10,2039313.9
25694,75,1,1,96,92610,6,3,2003,1,0,4526,1695,257,0,4,2579016.3
79768,39,1,0,48,93255,10,3,1999,1,0,1421,7075,929,0,9,7984469.9
11303,17,1,0,93,10912,2,10,2000,0,0,7036,6324,272,1,4,1138807.0
36836,79,1,0,61,36935,8,5,2009,1,1,8320,8515,335,0,2,3690931.9
96791,17,0,0,63,33275,1,7,2009,0,1,1240,3504,383,1,8,9680369.9
12425,17,0,0,85,9509,3,5,2013,1,0,6387,8467,652,1,5,1248831.3
35791,35,1,1,12,80052,8,5,2010,0,1,9357,4487,173,1,10,3587493.0
8700,57,0,0,58,94681,2,2,2018,0,0,4450,8,600,1,9,874129.8
49557,62,1,0,85,40618,8,7,2020,1,0,5338,5943,977,1,7,4960553.0
40266,100,0,1,14,96142,6,4,2009,0,0,3106,8224,851,1,8,4028831.9
77252,86,1,0,61,10655,5,5,1991,0,1,5703,1552,245,1,10,7730648.1
14099,88,1,1,4,94875,9,4,2019,0,0,5603,4091,417,1,10,1417841.9
35962,35,0,1,41,26170,1,10,1996,1,0,6537,9324,933,0,0,3601900.6
81425,17,1,0,99,79100,4,7,1992,1,1,9406,1683,114,0,8,8154947.2
4261,94,0,0,74,35364,2,9,2016,1,0,2648,2283,667,0,10,433557.6
42826,38,0,0,49,64287,6,2,1998,1,1,8174,2658,854,0,0,4287076.8
63261,94,0,0,6,62358,2,5,1995,1,1,537,4300,742,0,5,6327015.5
12426,33,1,1,40,68790,5,2,2020,0,0,5838,262,901,1,9,1253371.0
14700,31,1,0,93,66390,5,10,2021,1,0,4503,1040,516,1,6,1473984.1
59144,53,1,1,36,9259,2,7,2020,0,1,5313,4161,130,1,8,5922786.0
57229,73,1,0,26,56917,7,6,2001,1,1,3468,5240,333,1,8,5729282.1
60399,88,0,1,48,8539,5,2,2006,1,0,9562,4787,880,1,7,6046439.6
4800,51,0,1,83,64735,6,5,1995,0,0,3715,24,786,1,1,489132.5
38372,21,0,0,77,88138,7,9,2008,0,1,7937,636,796,0,4,3842724.8
20771,46,0,1,35,75020,6,6,2019,1,1,9823,6581,445,0,7,2083710.9
73741,14,0,1,36,99255,2,6,2007,0,0,5012,8914,314,1,7,7377791.7
10714,41,0,1,98,23803,5,6,1996,0,1,2598,1190,631,1,6,1075982.6
73136,77,1,0,88,95018,9,9,2006,1,1,1730,5017,967,0,4,7325694.6
27002,82,0,1,18,55734,6,6,2007,1,0,223,7916,754,1,3,2703257.7
85512,64,1,1,73,57918,4,10,1994,1,0,4707,8481,302,0,9,8560263.4
1144,29,0,0,37,70098,7,10,2018,0,1,9977,1139,569,1,8,118555.8
77260,38,1,1,50,3609,4,2,1997,1,0,5726,9952,663,0,2,7733589.7
77048,8,1,1,29,89284,9,7,1993,1,1,901,5466,463,0,8,7711979.3
79814,32,1,1,75,11928,10,3,1991,1,1,1270,3194,438,1,3,7995547.1
24972,4,1,1,80,61431,10,5,2007,0,0,6402,8920,979,1,1,2511380.7
69375,6,1,1,96,30297,4,3,2003,0,0,9878,7270,954,0,10,6952253.3
79934,57,1,0,97,89004,7,3,1996,1,1,7637,6093,457,0,4,8002735.6
7812,68,0,1,93,30594,4,6,2012,0,1,3559,2197,722,1,0,786725.2
8305,86,0,0,83,36778,9,9,2001,0,1,1648,3165,766,0,4,838488.1
70751,64,1,1,41,92268,1,9,2006,1,0,1506,590,794,1,7,7084110.6
76316,99,0,0,56,27703,7,1,1995,0,0,9431,262,566,1,2,7634333.5
48319,59,0,1,54,93680,8,4,1998,1,1,412,8014,378,1,0,4839740.8
65867,37,0,0,92,67725,6,2,1994,1,1,3054,4650,998,1,10,6593211.4
83388,97,0,0,72,45858,1,4,2016,0,1,1288,9902,533,0,0,8339971.6
62986,81,0,1,36,6897,3,7,2002,1,1,895,9126,212,0,6,6302874.2
51757,81,0,0,35,47245,1,1,2002,1,0,2500,3378,510,1,4,5177725.2
87858,18,0,0,31,94960,6,9,2020,0,1,8181,7529,209,1,8,8786967.0
35691,53,1,1,95,4059,8,5,2016,1,1,8370,3039,340,1,7,3582171.6
94792,77,0,0,89,63448,1,3,2010,1,1,4621,14,528,0,6,9484212.0
62277,35,1,1,59,99804,4,6,2019,1,0,7920,5846,392,1,2,6236152.9
15307,47,0,1,66,83285,10,2,2005,0,1,3608,8521,295,0,0,1538791.5
82728,40,0,0,99,96810,10,5,1991,0,1,3520,796,413,0,10,8277263.1
54620,82,1,1,89,49495,8,6,2021,1,1,5408,8103,988,0,4,5474758.1
1440,84,0,0,49,18412,6,10,1994,1,0,8485,2024,278,1,6,146708.4
91109,59,0,0,46,80573,7,7,2005,1,1,1221,6533,930,0,5,9113552.5
48289,68,1,0,19,51010,3,7,2015,1,0,8842,4008,734,1,0,4835241.5
68362,77,0,0,57,95717,10,1,2006,0,0,6429,2413,690,0,1,6840206.6
56616,88,0,1,47,80605,4,5,2004,0,1,5788,7079,818,1,2,5666924.4
66579,24,0,1,55,79904,9,1,2021,1,0,2076,2949,889,1,4,6664850.1
41007,20,1,1,67,8033,2,2,2007,1,1,1291,8564,308,1,8,4113915.7
77857,14,0,0,20,3971,6,10,2002,0,1,1608,437,627,1,3,7788400.2
74274,64,0,1,65,22932,1,6,1991,0,0,8878,9961,757,0,8,7432674.1
29755,32,1,1,62,78397,4,3,2013,1,1,6779,1851,286,0,5,2981844.3
40207,90,1,1,48,27482,8,1,2018,1,1,2099,9507,778,1,4,4029373.8
47252,84,0,0,17,85996,9,3,1999,1,1,7805,362,427,1,7,4726810.9
59016,54,0,0,45,69504,6,3,2011,0,1,6843,5761,127,0,2,5906126.1
7431,62,1,1,83,71458,9,9,2013,0,0,2823,7392,123,1,4,749725.3
88259,8,0,0,96,78742,4,2,1998,0,1,8896,9058,572,0,5,8832355.8
74234,94,1,0,20,14556,2,5,2014,0,1,9576,1323,734,1,5,7426071.4
45339,38,1,1,64,87137,7,5,1993,0,0,1593,8663,377,1,3,4541883.3
57244,58,0,0,79,20132,3,2,1991,1,1,1566,2214,998,1,9,5728704.1
24396,73,0,0,48,72485,5,1,1995,1,0,6241,1782,513,0,6,2445049.5
70898,15,0,1,36,45160,7,6,2008,1,1,6794,7842,671,0,4,7092877.8
12125,50,0,1,45,10712,6,7,2004,0,0,8208,5066,204,1,7,1219284.4
42167,74,1,0,80,24509,7,3,2009,0,1,1456,7125,923,1,10,4221684.9
16960,39,1,0,28,62240,10,9,2002,1,1,4044,2861,134,1,3,1700327.2
54366,73,0,1,92,73599,1,3,2005,0,1,5120,2566,393,0,10,5443046.5
17015,82,0,0,45,69264,5,6,2016,0,1,9009,4010,801,0,4,1702646.6
76649,77,0,0,76,62247,1,3,2013,0,0,4138,3412,345,1,10,7667431.3
85661,8,1,0,22,7773,4,8,2013,1,0,679,9323,343,1,10,8570393.3
8597,24,1,1,27,27434,1,7,2018,0,0,2408,1292,781,1,7,867204.8
58304,1,0,1,13,52299,7,6,1996,0,0,2895,1022,158,1,10,5836868.6
51290,95,0,1,77,6166,1,6,2003,1,0,8273,373,324,1,10,5136728.3
9678,10,1,0,87,40138,5,9,2008,0,0,2142,7722,787,1,5,971236.8
29362,2,0,1,44,7356,1,1,2000,1,1,1979,5794,424,1,9,2940727.0
79583,26,1,1,26,29959,8,9,2010,0,0,5971,3016,945,0,4,7966719.0
37195,19,1,0,34,66970,3,9,2013,1,0,9468,8453,1000,0,5,3724125.3
16326,61,0,1,23,80205,10,1,2020,0,1,7780,473,320,1,8,1638783.0
37845,93,1,1,53,30695,7,5,2004,0,0,4598,5486,524,0,3,3792884.4
13381,45,0,0,69,363,1,8,2013,1,0,175,9485,634,1,0,1340414.3
8687,88,0,1,64,2052,3,6,1993,1,1,7414,6075,710,1,3,877525.3
70279,14,0,1,31,68228,7,7,2005,0,0,9453,9378,402,1,3,7035681.5
56391,99,1,0,9,43295,3,4,1992,0,0,349,5379,151,0,2,5641537.2
43001,6,1,0,85,91430,3,3,1997,1,1,3147,7899,723,1,1,4311748.7
52194,8,0,1,97,41561,3,5,2017,0,0,2232,1254,970,1,5,5224594.7
94015,33,0,0,99,45177,2,5,1992,1,1,6434,7269,600,1,2,9409921.2
28915,37,1,0,35,83531,10,9,2014,0,0,4680,1402,336,0,4,2896715.4
83083,68,0,1,19,84292,1,6,2015,1,0,3582,1698,438,0,5,8313069.5
24021,4,1,0,4,8686,2,7,1997,1,0,804,6439,354,1,9,2407456.7
19526,16,0,1,55,29130,8,2,1999,1,1,5752,6845,562,1,0,1962173.9
77081,67,0,1,54,81670,10,5,1995,0,1,242,3294,419,1,1,7711931.5
75461,16,1,1,77,84536,4,3,1991,1,1,9854,759,508,0,8,7556204.1
21581,26,0,0,77,32881,2,6,2007,0,0,9960,6450,811,1,0,2166100.7
15859,70,0,0,72,8823,1,3,1998,0,1,6085,1653,522,0,2,1591965.8
81484,17,1,0,82,21109,4,10,1993,0,1,5925,1493,536,1,5,8154333.3
58234,22,0,1,9,88730,3,9,2005,0,0,7746,7144,445,1,5,5826681.5
52264,50,1,1,89,83169,3,6,2006,1,1,491,4498,981,1,10,5230980.6
16999,65,0,0,1,67412,3,10,1996,1,0,8988,7189,183,0,10,1700539.6
17686,100,1,1,66,55983,5,9,2010,0,0,3069,161,303,1,3,1777384.0
70380,17,0,1,49,15061,2,5,2006,1,1,9977,1502,178,0,7,7047022.6
6443,10,1,0,37,2129,9,5,2008,0,0,3467,9572,918,1,5,650272.8
66759,45,0,0,93,27497,1,9,2006,1,1,8275,1715,860,0,0,6680456.6
42477,38,1,0,13,39099,2,2,1991,1,0,5380,6482,943,0,2,4252254.1
42490,73,0,1,20,25477,10,3,2012,1,1,4773,3534,706,1,8,4252006.2
61435,45,1,1,64,34008,7,1,1999,1,1,6580,2232,630,0,10,6155348.9
93290,54,1,1,60,90350,2,4,2001,0,1,3029,8805,613,0,6,9335722.1
42969,32,1,0,87,77890,8,6,2011,1,0,4496,2360,793,1,2,4305386.1
47283,43,1,1,6,29029,6,1,2012,0,1,9325,6508,856,1,10,4734429.2
73080,96,1,0,28,17491,3,2,1990,0,1,2800,3779,687,1,2,7311244.0
67639,99,1,0,58,79091,2,6,2012,0,0,7153,1961,785,1,3,6768972.2
72797,79,0,0,80,15203,7,1,2020,1,0,7739,9900,866,1,1,7286052.0
22136,56,0,0,100,93052,3,4,2012,0,0,6358,7861,304,1,3,2217451.2
96526,29,0,0,97,98433,10,2,1992,1,0,5207,8208,553,0,10,9657476.2
36705,38,0,1,23,94515,5,2,2010,0,1,2585,6833,450,1,3,3676738.0
77027,44,0,0,25,22176,4,10,1996,1,1,6206,313,690,1,8,7705249.6
80691,51,0,0,13,98637,10,5,2005,1,1,2967,6794,794,0,7,8071084.5
68213,15,0,0,46,42558,1,7,2018,1,1,5504,5791,689,0,8,6824757.8
1308,38,1,0,68,92571,9,3,2005,0,1,8261,195,772,1,7,141631.5
16996,52,1,1,55,98220,6,2,2007,1,1,3070,9681,999,1,9,1711593.7
7515,1,0,0,11,2750,5,10,2010,1,1,3443,206,208,0,3,752692.0
44857,74,0,0,95,40725,1,7,1993,0,0,91,2269,531,0,7,4493359.3
60457,68,0,1,32,22629,9,3,2020,0,1,2526,6045,496,1,10,6051684.0
95568,61,0,1,56,79841,2,8,1992,0,0,8392,3187,388,1,0,9562024.2
43846,54,0,0,89,40112,9,1,2005,0,0,827,3177,318,0,7,4391747.5
93032,31,0,0,4,9809,8,1,2021,1,0,7900,2053,403,0,1,9304114.1
25012,61,1,0,2,66817,6,4,2014,0,1,4770,9207,735,1,8,2503623.4
67105,12,1,0,87,45851,3,7,2014,1,0,2199,4940,949,1,1,6716149.4
50931,1,1,0,79,83516,10,6,2008,0,0,1622,6326,859,1,9,5101339.8
71042,13,0,1,62,23316,4,4,2006,1,0,5182,8349,114,0,7,7108064.6
15815,13,1,1,2,2179,7,1,2019,1,0,637,7880,552,0,4,1585031.9
10590,74,0,0,5,22285,8,2,2013,0,1,4524,4445,566,0,4,1060141.3
77210,59,1,1,27,49742,7,3,1999,1,0,1272,1418,217,0,5,7729101.9
89674,6,0,0,5,56815,6,2,2012,1,1,5673,3242,604,0,4,8968371.2
52369,28,0,1,70,70463,5,1,2009,1,1,8986,3346,120,0,2,5249658.9
14004,5,1,1,33,22849,9,4,2004,1,1,9535,6651,818,0,2,1410301.4
52746,56,0,0,14,17351,2,2,2003,1,1,8309,9113,832,0,1,5276308.3
49399,76,1,1,38,20421,8,8,2001,1,0,8078,8975,242,1,0,4950254.1
50122,69,1,0,84,85527,10,3,2002,0,0,5479,9298,275,1,6,5016998.2
93922,54,0,1,89,94304,9,8,2011,0,1,9492,8282,998,0,3,9403863.1
61587,25,1,0,93,60436,9,8,2011,1,1,19,7725,281,0,7,6167753.1
525,39,0,0,62,88189,7,1,1994,1,0,7377,8868,113,1,10,56225.4
52141,65,0,1,40,12578,8,1,1999,1,1,6502,8866,866,0,5,5218700.9
22061,59,1,1,50,37784,9,6,1997,1,1,5559,690,127,1,3,2212814.7
90954,57,1,1,68,18899,4,1,1990,0,0,2413,2717,337,1,5,9102269.0
94109,72,0,1,83,91579,8,2,2014,0,0,8095,6127,227,0,1,9417855.4
57790,23,0,1,65,27420,8,2,2002,1,0,1464,5714,622,1,8,5787991.2
1430,13,0,0,92,70232,2,4,1998,1,0,2848,5969,317,1,5,148835.8
38568,44,0,1,77,85110,1,5,2017,1,1,1711,9460,560,1,10,3866494.7
5110,3,0,1,66,50256,10,5,2007,0,0,3300,3841,221,0,4,522829.7
79435,25,1,0,42,68707,4,7,2015,0,0,2238,5804,655,1,7,7952569.5
21514,5,0,1,11,91373,1,1,1999,0,0,2584,5266,787,0,3,2153602.9
30383,24,1,1,87,41613,9,8,2000,1,1,1312,7774,789,1,5,3049140.0
69165,16,1,0,10,91418,7,5,2019,0,0,2470,8210,125,0,5,6919982.9
8676,44,0,0,86,38298,1,9,2003,1,0,5122,9210,453,0,5,873296.3
10310,85,1,0,93,95796,2,9,2016,1,0,6055,4822,434,1,6,1041341.6
84559,29,0,1,69,53057,7,7,2000,1,0,3573,9556,918,1,8,8460604.0
56997,84,1,0,93,21075,5,5,1990,1,1,2970,6724,425,1,10,5704164.0
93192,53,0,0,45,18690,9,3,2014,1,1,7786,4858,248,1,1,9321511.4
99108,20,0,0,63,45112,9,1,2001,1,0,9253,7025,786,0,0,9914800.1
91435,61,1,0,92,8192,1,10,2019,1,1,4904,9265,292,0,8,9153666.9
10250,7,0,0,1,98896,7,8,2014,0,1,9105,6518,259,1,0,1025802.4
75402,59,0,1,21,30993,3,10,2003,1,0,521,7959,257,1,8,7545050.3
17786,8,1,1,38,60817,9,5,2012,1,0,9748,6209,679,0,8,1784679.2
21792,24,1,0,64,61387,1,2,1991,1,1,7975,1937,343,0,9,2182502.1
86284,100,1,0,22,67132,3,4,1990,1,0,7612,7741,366,0,3,8632859.0
65934,29,1,0,51,98414,2,7,2007,1,1,7680,5657,721,1,0,6597942.7
66731,4,0,1,83,36137,1,3,1999,1,0,4079,4194,711,0,5,6682700.9
38075,72,0,1,28,10185,2,3,1995,0,1,9309,6367,420,0,8,3812421.5
341,83,0,0,8,1960,4,4,1993,1,1,2366,4016,229,1,5,35371.3
75948,55,0,1,71,95054,9,4,1996,1,1,2272,3622,768,0,0,7601880.6
74885,84,1,1,48,83527,7,1,2013,0,0,8924,3352,918,1,1,7499296.3
13851,77,0,0,83,7881,5,1,2019,0,1,2448,7546,961,0,7,1392391.9
71928,42,1,0,94,24936,1,5,2005,0,0,8349,9002,477,1,4,7203983.5
74458,81,0,1,79,43377,5,10,2021,1,1,3969,2103,587,1,8,7452331.1
23705,8,1,0,88,57843,9,6,1990,1,1,138,3813,591,1,8,2381470.0
88102,51,1,0,70,42082,8,3,2016,1,0,7245,6073,496,1,9,8821018.6
3963,40,1,1,61,90631,8,1,2009,1,0,1036,1491,408,1,2,408380.9
58091,46,1,0,2,96268,2,4,2014,1,0,7565,7813,170,0,3,5813567.4
74079,67,0,1,28,64669,1,4,2002,1,1,695,5687,853,0,4,7412552.2
66759,9,1,1,64,40594,3,10,1996,1,0,8973,4891,841,1,6,6683970.6
36219,37,1,1,88,95981,9,6,2003,1,1,5923,1829,408,1,3,3634081.3
45857,23,0,0,46,6544,9,4,1995,0,1,7629,7781,755,0,7,4588987.5
98257,19,0,0,69,23015,1,2,2001,1,1,8466,1595,689,0,3,9828903.1
69421,45,0,1,9,51581,9,2,2014,1,0,8080,4985,665,1,9,6945284.4
36417,32,1,1,85,92953,3,8,2017,1,0,2209,8157,688,1,10,3652839.7
64052,17,0,1,10,40568,1,9,2003,0,0,2837,4408,539,0,4,6408854.3
82176,61,1,1,62,83869,10,2,2019,1,0,4954,1050,308,1,8,8225804.9
11202,87,0,0,37,9860,10,5,2019,0,1,9665,4839,929,1,1,1122248.9
40104,56,1,1,44,55337,4,8,2000,1,0,8809,3509,689,0,3,4020381.0
59286,77,0,1,95,25140,5,3,1991,0,1,2351,7161,943,1,10,5940315.1
44731,95,1,1,70,31635,2,4,2000,0,0,5070,1022,328,0,5,4483007.0
85811,70,1,1,91,66014,3,5,1999,1,0,8142,3463,552,1,1,8594337.9
32176,58,0,0,43,66885,1,1,1999,1,0,2285,1903,198,0,5,3220156.9
37213,79,0,1,95,89561,7,9,1996,1,0,4803,8253,531,1,2,3734467.6
6192,26,1,1,38,13415,3,7,2007,0,0,5557,5120,221,0,10,626148.7
47084,2,1,0,72,32719,2,5,1999,1,0,5826,4843,575,0,1,4717867.9
24962,41,0,0,6,96923,7,1,2014,1,0,1251,9789,260,0,2,2497425.4
85238,3,0,1,4,90580,10,9,2008,0,1,7120,7161,399,1,10,8525952.8
69513,11,1,0,75,10439,2,2,2005,0,0,8366,6543,941,0,7,6958375.5
22521,61,1,1,63,17514,8,7,2016,0,1,8808,6952,999,0,1,2262620.6
49939,91,1,1,67,61773,9,10,2010,0,0,8910,7956,501,0,5,5006544.0
23107,81,1,0,54,75314,5,7,1995,1,0,8101,2580,916,1,0,2316366.5
40095,14,0,1,41,1970,5,9,2015,0,0,8160,5969,924,0,7,4016266.5
10074,29,0,1,47,14297,4,4,1999,1,1,228,5644,935,1,6,1010442.9
79066,91,0,0,18,10621,7,10,2019,0,1,14,4112,925,0,10,7908197.9
26965,29,1,1,19,49799,5,6,2002,1,1,9662,6704,149,1,6,2703481.2
75645,51,1,0,64,89555,2,4,2009,1,0,8361,9708,673,0,7,7571223.9
45199,42,1,1,35,64468,10,9,2017,0,0,6758,9915,363,1,2,4525009.7
77654,89,1,1,41,78742,3,6,2007,1,0,7929,829,455,1,9,7773631.7
20002,12,1,1,76,77642,9,6,1997,0,1,7291,3513,253,1,3,2015304.7
40469,96,1,0,8,65895,6,4,1997,0,0,1344,1939,769,1,10,4052522.7
47253,84,0,0,32,81363,2,5,1998,1,0,9819,1143,375,0,10,4728903.8
47497,18,1,0,72,15022,6,5,2009,0,1,6683,3996,630,0,6,4761272.9
12902,2,0,0,98,61672,5,6,2013,1,1,2258,8059,448,0,1,1296931.3
2743,61,0,0,20,53307,8,2,1996,1,1,8385,859,474,0,8,276139.6
61878,21,0,0,71,10832,8,6,2005,1,0,8822,1838,542,0,10,6192576.5
83963,83,1,1,35,21600,1,2,1994,0,0,7079,3645,702,1,7,8406700.4
40680,92,1,0,50,3022,3,1,2003,0,1,2445,3663,326,1,3,4075291.3
79078,60,1,0,90,38332,10,3,1998,1,1,2568,9132,746,1,9,7911742.8
44854,18,1,0,79,88270,2,7,1997,1,1,5217,4224,385,0,2,4489439.7
96580,28,1,1,36,43415,10,5,2004,1,0,2176,9890,104,1,9,9671187.4
67055,85,1,0,70,13397,8,8,2011,0,0,4388,6604,693,1,9,6712487.1
46421,43,1,0,23,27105,2,7,2021,1,1,1517,7148,382,0,8,4646143.1
69242,1,0,1,83,68161,2,9,2014,1,1,772,1479,153,0,0,6936087.4
35503,12,1,1,5,5680,6,8,1992,0,1,7685,6884,459,1,3,3557443.2
64250,8,0,0,10,35402,3,9,2001,1,1,4703,17,487,0,4,6425870.1
17225,31,0,0,16,1100,8,9,2014,1,0,3401,7394,690,0,10,1723749.4
3426,95,1,0,11,21290,1,8,1992,1,0,828,8074,845,0,1,345268.2
60498,78,0,1,79,48446,5,7,1991,0,0,7002,6802,652,1,5,6058305.1
3479,15,0,0,21,10072,9,6,2016,1,0,6261,5616,484,1,2,349192.6
33692,83,1,1,69,88105,3,4,1999,1,0,9989,812,721,1,4,3375522.9
75189,55,0,0,53,10068,6,4,2005,1,0,9457,9295,465,1,4,7523363.5
51040,60,0,0,38,41889,8,4,2016,1,0,2295,1439,437,1,6,5107385.6
91187,22,0,0,50,85642,5,3,1997,1,0,9053,9026,799,1,2,9123299.7
617,21,1,0,27,44204,10,4,2013,0,0,2834,9336,638,0,3,67453.3
2744,62,1,1,4,67276,9,9,1998,0,0,1359,9623,475,1,9,278798.8
21245,89,0,1,91,76280,8,9,2018,1,1,2652,6202,963,0,1,2130072.8
53749,86,0,1,63,11671,7,8,2009,1,1,8488,6220,239,1,4,5381187.9
5849,39,0,0,43,7619,4,8,2009,1,0,7993,2585,672,0,5,588467.9
4881,78,0,0,96,84338,1,3,2007,0,0,6456,7884,712,1,6,493342.7
